OrphaCode,Name,Prevalence,ExpertLink
175,Cartilage-hair hypoplasia,150.0 (Specific population); 4.34 (Finland); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=175
209,Cutis laxa,0.1 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=209
42,Medium chain acyl-CoA dehydrogenase deficiency,"12.0 (Europe); 16.1 (Germany); 7.25 (United Kingdom); 8.5 (Portugal); 4.8 (Spain); 11.49 (Netherlands); 4.3 (Canada); 5.26 (Australia); 1.96 (Japan); 0.38 (Taiwan, Province of China); 11.1 (Denmark); 6.3 (Greece); 5.85 (United States); 6.85 (Worldwide); 4.02 (Austria); 4.35 (Italy); 1.0 (Israel); 0.5 (Specific population); 4.5 (Czech Republic)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=42
213557,Salivary gland type cancer of the breast,0.05 (Europe); 0.038 (Austria); 0.095 (Belgium); 0.024 (Bulgaria); 0.014 (Croatia); 0.068 (Czech Republic); 0.024 (Finland); 0.077 (Germany); 0.037 (Ireland); 0.075 (Italy); 0.043 (Latvia); 0.017 (Lithuania); 0.031 (Malta); 0.06 (Norway); 0.013 (Poland); 0.039 (Portugal); 0.019 (Slovakia); 0.044 (Slovenia); 0.054 (Spain); 0.09 (Switzerland); 0.064 (Netherlands); 0.053 (United Kingdom); 0.323 (Estonia),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213557
2066,Gamma-aminobutyric acid transaminase deficiency,3.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2066
213531,Metaplastic carcinoma of the breast,0.06 (Europe); 0.081 (Austria); 0.027 (Bulgaria); 0.059 (Croatia); 0.074 (Estonia); 0.065 (Finland); 0.043 (Iceland); 0.096 (Ireland); 0.084 (Italy); 0.06 (Latvia); 0.031 (Malta); 0.045 (Poland); 0.082 (Portugal); 0.074 (Slovakia); 0.07 (United Kingdom); 0.226 (Belgium); 0.11 (Czech Republic); 0.136 (Germany); 0.108 (Lithuania); 0.104 (Norway); 0.163 (Slovenia); 0.128 (Spain); 0.135 (Switzerland); 0.238 (Netherlands),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213531
213528,Rare adenocarcinoma of the breast,3.55 (Europe); 0.898 (Lithuania); 2.325 (Austria); 2.221 (Belgium); 2.397 (Bulgaria); 2.175 (Croatia); 2.717 (Czech Republic); 3.371 (Estonia); 2.615 (Finland); 3.812 (Germany); 2.428 (Iceland); 2.305 (Ireland); 4.103 (Italy); 1.191 (Latvia); 2.199 (Malta); 3.017 (Norway); 1.812 (Poland); 1.697 (Portugal); 2.171 (Slovakia); 2.315 (Slovenia); 2.142 (Spain); 3.187 (Switzerland); 3.264 (Netherlands); 3.638 (United Kingdom),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213528
3188,Congenital pulmonary veins atresia or stenosis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3188
860,Congenitally uncorrected transposition of the great arteries,24.25 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=860
185,Scimitar syndrome,2.0 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=185
3189,Congenital pulmonary valvar stenosis,27.2 (France); 19.6 (Austria); 29.1 (Belgium); 14.6 (Croatia); 59.5 (Denmark); 63.6 (Germany); 63.1 (Hungary); 3.6 (Ireland); 26.1 (Italy); 48.2 (Malta); 6.3 (Netherlands); 35.3 (Norway); 11.4 (Poland); 23.7 (Portugal); 25.7 (Spain); 98.4 (Switzerland); 42.5 (United Kingdom); 19.4 (Ukraine); 0.0 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3189
1464,Univentricular heart,7.5 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1464
3400,Aorto-ventricular tunnel,130.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3400
213716,Squamous cell carcinoma of the corpus uteri,0.12 (Europe); 0.039 (Belgium); 0.014 (Croatia); 0.012 (Finland); 0.044 (Germany); 0.083 (Ireland); 0.031 (Malta); 0.011 (Norway); 0.045 (Portugal); 0.034 (Slovakia); 0.019 (Slovenia); 0.039 (Spain); 0.056 (Switzerland); 0.018 (Netherlands); 0.041 (United Kingdom); 0.117 (Austria); 0.12 (Bulgaria); 0.177 (Czech Republic); 0.139 (Estonia); 0.113 (Italy); 0.173 (Latvia); 0.228 (Lithuania); 0.106 (Poland),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213716
213746,Transitional cell carcinoma of the corpus uteri,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213746
1572,Common variable immunodeficiency,4.0 (Specific population); 2.3 (Netherlands); 0.98 (France); 0.66 (Spain); 0.87 (Netherlands); 0.6 (United Kingdom); 0.72 (Italy); 0.52 (Germany); 0.1 (Turkey); 0.073 (Poland); 0.77 (Australia); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1572
3261,Autoimmune lymphoproliferative syndrome,500.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3261
2849,Perlman syndrome,30.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2849
213772,Adenocarcinoma of the cervix uteri,1.01 (Europe); 0.762 (Austria); 0.966 (Belgium); 0.968 (Croatia); 0.85 (Estonia); 0.899 (Finland); 0.987 (Germany); 0.789 (Ireland); 0.734 (Italy); 0.774 (Latvia); 0.471 (Malta); 0.766 (Poland); 0.868 (Spain); 0.738 (Switzerland); 0.765 (Netherlands); 0.918 (United Kingdom); 1.108 (Bulgaria); 1.108 (Czech Republic); 1.065 (Iceland); 1.118 (Lithuania); 1.177 (Norway); 1.007 (Portugal); 1.048 (Slovakia); 1.12 (Slovenia),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213772
213767,Squamous cell carcinoma of the cervix uteri,4.28 (Europe); 11.822 (Bulgaria); 10.336 (Estonia); 11.192 (Lithuania); 4.104 (Austria); 4.67 (Belgium); 5.539 (Croatia); 8.277 (Czech Republic); 1.885 (Finland); 4.871 (Germany); 3.707 (Iceland); 4.204 (Ireland); 3.307 (Italy); 7.362 (Latvia); 1.759 (Malta); 4.756 (Norway); 7.941 (Poland); 5.478 (Portugal); 8.555 (Slovakia); 7.507 (Slovenia); 2.867 (Spain); 2.657 (Switzerland); 3.063 (Netherlands); 3.312 (United Kingdom),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213767
213792,Adenosarcoma of the cervix uteri,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213792
213787,Carcinosarcoma of the cervix uteri,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213787
213812,Primitive neuroectodermal tumor of the cervix uteri,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213812
747,Autoimmune pulmonary alveolar proteinosis,0.165 (Japan); 2.66 (Japan); 2.66 (Worldwide); 0.687 (United States),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=747
213807,Leiomyosarcoma of the cervix uteri,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213807
2953,Musculocontractural Ehlers-Danlos syndrome,34.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2953
3082,Intellectual disability-polydactyly-uncombable hair syndrome,2.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3082
782,Axenfeld-Rieger syndrome,0.5 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=782
3269,Isolated radio-ulnar synostosis,350.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3269
3259,Syndactyly-polydactyly-ear lobe syndrome,10.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3259
3309,Tetrasomy 5p syndrome,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3309
216675,Transposition of the great arteries,31.7 (Europe); 50.0 (United States); 23.3 (Belgium); 59.5 (Denmark); 33.4 (France); 47.5 (Germany); 28.8 (Hungary); 18.1 (Ireland); 22.6 (Italy); 40.9 (Netherlands); 31.1 (Norway); 14.0 (Poland); 4.7 (Portugal); 15.7 (Spain); 37.7 (Switzerland); 33.9 (United Kingdom); 22.3 (Ukraine); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=216675
216694,Congenitally corrected transposition of the great arteries,3.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=216694
216718,Isolated congenitally uncorrected transposition of the great arteries,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=216718
216729,Congenitally uncorrected transposition of the great arteries with cardiac malformation,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=216729
3411,Double uterus-hemivagina-renal agenesis syndrome,60.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3411
882,Tyrosinemia type 1,0.9 (Worldwide); 1.5 (Norway); 1.1 (Finland); 6.7 (Tunisia); 6.25 (Specific population); 54.0 (Specific population); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=882
216796,Osteogenesis imperfecta type 1,0.0 (Worldwide); 5.16 (Sweden),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=216796
903,Von Willebrand disease,10.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=903
216804,Osteogenesis imperfecta type 2,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=216804
216812,Osteogenesis imperfecta type 3,0.0 (Worldwide); 0.89 (Sweden),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=216812
216820,Osteogenesis imperfecta type 4,0.0 (Worldwide); 1.35 (Sweden),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=216820
216828,Osteogenesis imperfecta type 5,47.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=216828
3474,CHIME syndrome,8.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3474
1441,Ring chromosome 17 syndrome,18.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1441
216978,"Niemann-Pick disease type C, late infantile neurologic onset",0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=216978
361,Familial glucocorticoid deficiency,0.4953 (Ireland); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=361
216975,"Niemann-Pick disease type C, severe early infantile neurologic onset",0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=216975
1787,"Acrofacial dysostosis, Palagonia type",4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1787
216981,"Niemann-Pick disease type C, juvenile neurologic onset",0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=216981
217008,Bockenheimer syndrome,40.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217008
217017,Zechi-Ceide syndrome,3.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217017
217012,Spinocerebellar ataxia type 31,30.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217012
2088,Fanconi-Bickel syndrome,200.0 (Worldwide); 0.0 (Worldwide); 0.3 (Israel); 0.5 (Specific population),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2088
217026,"Microcephaly-facio-cardio-skeletal syndrome, Hadziselimovic type",5.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217026
217266,BNAR syndrome,9.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217266
179,Birdshot chorioretinopathy,0.35 (Worldwide); 0.14 (United States),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=179
217260,Progressive multifocal leukoencephalopathy,0.0 (Worldwide); 0.068 (Sweden); 0.11 (France),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217260
292,Congenital enterovirus infection,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=292
217253,NMDA receptor encephalitis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217253
767,Polyarteritis nodosa,3.16 (Europe); 3.1 (Sweden); 0.9 (United Kingdom); 3.07 (France); 0.11 (Australia); 0.62 (Spain); 3.3 (Norway); 0.05 (Norway); 0.04 (Germany),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=767
2584,Classic mycosis fungoides,0.5 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2584
217093,"Mucopolysaccharidosis type 2, attenuated form",0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217093
3162,Sézary syndrome,0.02 (United States); 0.012 (Norway); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3162
217085,"Mucopolysaccharidosis type 2, severe form",0.4 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217085
217080,Pulmonary fungal infections in patients deemed at risk,22.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217080
217074,Rare carcinoma of pancreas,11.79 (Europe); 8.3 (Europe); 15.5 (Europe); 3.9 (Worldwide); 3.5 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217074
2330,Kasabach-Merritt phenomenon,300.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2330
217071,Renal cell carcinoma,42.0 (Europe); 8.35 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217071
217067,Pouchitis,22.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217067
2700,Noma,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2700
217064,5-fluorouracil poisoning,2.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217064
1451,CINCA syndrome,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1451
217059,Isolated nail clubbing,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217059
217055,Autosomal recessive intermediate Charcot-Marie-Tooth disease type A,8.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217055
556,Malakoplakia,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=556
217335,RIN2 syndrome,10.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217335
2745,Opitz GBBB syndrome,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2745
217340,17q21.31 microduplication syndrome,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217340
3260,Idiopathic hypereosinophilic syndrome,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3260
217330,REN-related autosomal dominant tubulointerstitial kidney disease,35.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217330
2086,Optic pathway glioma,0.12 (Worldwide); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2086
2566,Chronic Epstein-Barr virus infection syndrome,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2566
3385,African trypanosomiasis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3385
1560,Cysticercosis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1560
566,Congenital microcoria,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=566
341,Viral hemorrhagic fever,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=341
340,Hemorrhagic fever-renal syndrome,0.74 (Europe); 37.0 (Europe); 0.92 (Austria); 0.78 (Belgium); 0.06 (Bulgaria); 2.2 (Croatia); 0.08 (Czech Republic); 1.36 (Estonia); 29.16 (Finland); 0.18 (France); 1.16 (Germany); 0.08 (Hungary); 0.3 (Latvia); 1.44 (Luxembourg); 0.02 (Poland); 0.02 (Romania); 0.24 (Slovakia); 2.32 (Slovenia); 2.52 (Sweden); 0.5 (Norway),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=340
2552,Microsporidiosis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2552
1171,Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome,10.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1171
217560,Neuroendocrine cell hyperplasia of infancy,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217560
217557,Pulmonary interstitial glycogenosis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217557
1686,Cardiac diverticulum,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1686
217563,Neonatal acute respiratory distress syndrome,0.0 (Worldwide); 0.067 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217563
217407,Hereditary hypotrichosis with recurrent skin vesicles,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217407
1456,Middle aortic syndrome,0.17 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1456
1457,Aorta coarctation,35.6 (Europe); 78.5 (Austria); 43.7 (Belgium); 22.7 (Croatia); 21.3 (Denmark); 27.5 (France); 59.4 (Germany); 31.0 (Hungary); 32.5 (Ireland); 39.6 (Italy); 24.9 (Malta); 11.7 (Netherlands); 21.3 (Norway); 8.0 (Poland); 9.5 (Portugal); 16.9 (Spain); 25.1 (Switzerland); 40.1 (United Kingdom); 38.1 (Ukraine); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1457
217390,Combined immunodeficiency due to DOCK8 deficiency,11.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217390
1132,Aortic arch defects,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1132
217385,17p13.3 microduplication syndrome,50.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217385
217399,Congenital insensitivity to pain-hyperhidrosis-absence of cutaneous sensory innervation,2.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217399
217396,Progressive polyneuropathy with bilateral striatal necrosis,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217396
982,Pulmonary valve agenesis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=982
217371,Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins,32.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217371
217346,19q13.11 microdeletion syndrome,12.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217346
980,Absence of the pulmonary artery,0.5 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=980
217382,Neurodegenerative syndrome due to cerebral folate transport deficiency,3.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217382
1054,Aneurysm of sinus of Valsalva,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1054
217377,Microduplication Xp11.22p11.23 syndrome,12.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217377
217622,Sensorineural deafness with dilated cardiomyopathy,2.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217622
3092,Fixed subaortic stenosis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3092
2299,Aortic arch interruption,0.3 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2299
3427,Double outlet left ventricle,0.5 (Worldwide); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3427
3426,Double outlet right ventricle,10.0 (Germany); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3426
439,Isolated right ventricular hypoplasia,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439
422,Idiopathic/heritable pulmonary arterial hypertension,0.11 (United States); 0.65 (France); 0.1 (France); 1.4 (Czech Republic); 0.62 (Czech Republic); 1.0 (Europe); 6.25 (China),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=422
2038,Pulmonary arteriovenous malformation,2.5 (Worldwide); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2038
2041,Coronary arterial fistula,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2041
282,Frontotemporal dementia,3.0 (Europe); 3.05 (Italy),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=282
331,Congenital factor XIII deficiency,0.04 (Europe); 0.05 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=331
159,Carnitine-acylcarnitine translocase deficiency,60.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=159
542,Primary cutaneous lymphoma,0.75 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=542
707,Plague,0.0 (Worldwide); 2.2 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=707
335,Congenital fibrinogen deficiency,0.15 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=335
79,Congenital alpha2-antiplasmin deficiency,40.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=79
217656,Inherited isolated arrhythmogenic cardiomyopathy,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217656
1070,Anisakiasis,1.6 (Japan); 0.32 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1070
1467,Cogan syndrome,300.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1467
2157,Histidinemia,2.7 (Sweden); 0.0 (Europe); 8.3 (United States); 11.9 (Japan),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2157
3124,Saccharopinuria,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3124
220407,Limited systemic sclerosis,200.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220407
220386,Semilobar holoprosencephaly,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220386
2203,Hyperlysinemia,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2203
220393,Diffuse cutaneous systemic sclerosis,"3.8 (Taiwan, Province of China); 1.5 (Taiwan, Province of China)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220393
332,Congenital intrinsic factor deficiency,100.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=332
220448,Macrothrombocytopenia with mitral valve insufficiency,2.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220448
220436,Quebec platelet disorder,0.45 (Specific population); 0.15 (Canada),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220436
2195,Dicarboxylic aminoaciduria,0.0 (Specific population); 2.76 (Specific population),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2195
2170,Methylcobalamin deficiency type cblG,33.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2170
220295,Xeroderma pigmentosum-Cockayne syndrome complex,30.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220295
414,Gyrate atrophy of choroid and retina,2.0 (Finland); 200.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=414
622,Homocystinuria without methylmalonic aciduria,73.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=622
